Original_Row_Index,Inorganic phosphor,Host,1st dopant,Reference,MP-ID,ICSD-ID,CV_Fold,Emission max. (nm)
0,Ba2Bi0.95V3O11Eu0.05,Ba2Bi0.95V3O11,Eu,https://doi.org/10.1016/j.dyepig.2016.04.052,mp-559941 , icsd-78156,7,619.0
1,Ba2Bi0.8V3O11Eu0.2,Ba2Bi0.8V3O11,Eu,https://doi.org/10.1016/j.dyepig.2016.04.052,mp-559941 , icsd-78156,10,619.0
2,Ba2Bi0.6V3O11Eu0.4,Ba2Bi0.6V3O11,Eu,https://doi.org/10.1016/j.dyepig.2016.04.052,mp-559941 , icsd-78156,4,619.0
3,Ba2Bi0.4V3O11Eu0.6,Ba2Bi0.4V3O11,Eu,https://doi.org/10.1016/j.dyepig.2016.04.052,mp-559941 , icsd-78156,6,619.0
4,Ba2Bi0.2V3O11Eu0.8,Ba2Bi0.2V3O11,Eu,https://doi.org/10.1016/j.dyepig.2016.04.052,mp-559941 , icsd-78156,9,619.0
5,Ba2V3O11Eu1,Ba2V3O11,Eu,https://doi.org/10.1016/j.dyepig.2016.04.052,mp-559941 , icsd-78156,6,619.0
6,CaLa0.98B7O13Eu0.02,CaLa0.98B7O13,Eu,https://doi.org/10.1016/j.ijleo.2017.10.161,,,5,613.0
7,CaLa0.92B7O13Eu0.08,CaLa0.92B7O13,Eu,https://doi.org/10.1016/j.ijleo.2017.10.161,,,7,613.0
8,CaLa0.85B7O13Eu0.15,CaLa0.85B7O13,Eu,https://doi.org/10.1016/j.ijleo.2017.10.161,,,3,613.0
9,CaLa0.65B7O13Eu0.35,CaLa0.65B7O13,Eu,https://doi.org/10.1016/j.ijleo.2017.10.161,,,7,613.0
10,CaLa0.55B7O13Eu0.45,CaLa0.55B7O13,Eu,https://doi.org/10.1016/j.ijleo.2017.10.161,,,6,613.0
11,CaLa0.45B7O13Eu0.55,CaLa0.45B7O13,Eu,https://doi.org/10.1016/j.ijleo.2017.10.161,,,8,613.0
12,Sr8ZnScP7O28Tb0.02,Sr8ZnScP7O28,Tb,https://doi.org/10.1039/C8TC03515F,,,6,546.0
13,Sr8ZnScP7O28Tb0.06,Sr8ZnScP7O28,Tb,https://doi.org/10.1039/C8TC03515F,,,3,546.0
14,Sr8ZnScP7O28Tb0.1,Sr8ZnScP7O28,Tb,https://doi.org/10.1039/C8TC03515F,,,6,546.0
15,Sr8ZnScP7O28Tb0.12,Sr8ZnScP7O28,Tb,https://doi.org/10.1039/C8TC03515F,,,4,546.0
16,Sr8ZnScP7O28Tb0.14,Sr8ZnScP7O28,Tb,https://doi.org/10.1039/C8TC03515F,,,9,546.0
17,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,5,453.0
18,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,2,453.0
19,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,9,453.0
20,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,3,453.0
21,Na2.98Sc2P3O12Eu0.01,Na2.98Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,10,453.0
22,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,9,453.0
23,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,3,453.0
24,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,6,453.0
25,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,2,453.0
26,Na2.94Sc2P3O12Eu0.03,Na2.94Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,5,453.0
27,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,7,453.0
28,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,8,453.0
29,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,1,453.0
30,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,4,453.0
31,Na2.86Sc2P3O12Eu0.07,Na2.86Sc2P3O12,Eu,https://doi.org/10.1038/nmat4843,"mp-16956, mp-1221280, mp-555608", icsd-65406 icsd-20740,5,453.0
32,Ba3YAl2O7.5Ce0.03,Ba3YAl2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,3,478.0
33,Ba3YAl2O7.5Ce0.03,Ba3YAl2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,7,478.0
34,Ba3Y0.9Lu0.1Al2O7.5Ce0.03,Ba3Y0.9Lu0.1Al2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,10,478.0
35,Ba3Y0.8Lu0.2Al2O7.5Ce0.03,Ba3Y0.8Lu0.2Al2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,9,481.0
36,Ba3Y0.7Lu0.3Al2O7.5Ce0.03,Ba3Y0.7Lu0.3Al2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,8,485.0
37,Ba3Y0.6Lu0.4Al2O7.5Ce0.03,Ba3Y0.6Lu0.4Al2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,4,489.0
38,Ba3Y0.5Lu0.5Al2O7.5Ce0.03,Ba3Y0.5Lu0.5Al2O7.5,Ce,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,8,493.0
39,Ca11Si4O22B2Eu0.005,Ca11Si4O22B2,Eu,https://doi.org/10.1039/C3TC30933A,,,4,502.0
40,Ca11Si4O22B2Ce0.02,Ca11Si4O22B2,Ce,https://doi.org/10.1039/C3TC30933A,,,7,430.0
41,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,5,615.0
42,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,7,615.0
43,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,5,615.0
44,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,1,615.0
45,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,3,615.0
46,Rb2Bi0.99PO8MoEu0.01,Rb2Bi0.99PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,9,615.0
47,Rb2Bi0.95PO8MoEu0.05,Rb2Bi0.95PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,7,615.0
48,Rb2Bi0.9PO8MoEu0.1,Rb2Bi0.9PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,1,615.0
49,Rb2Bi0.75PO8MoEu0.25,Rb2Bi0.75PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,2,615.0
50,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,9,615.0
51,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,1,615.0
52,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,7,615.0
53,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,4,615.0
54,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,5,615.0
55,Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,7,615.0
56,Rb2Bi0.25PO8MoEu0.75,Rb2Bi0.25PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,1,615.0
57,Rb2PO8MoEu1,Rb2PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,8,615.0
58,Rb2PO8MoEu1,Rb2PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,5,615.0
59,Rb2PO8MoEu1,Rb2PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,3,615.0
60,Rb2PO8MoEu1,Rb2PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,7,615.0
61,Rb2PO8MoEu1,Rb2PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,8,615.0
62,Rb2PO8MoEu1,Rb2PO8Mo,Eu,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,7,615.0
63,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,3,615.0
64,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,10,615.0
65,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,2,615.0
66,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,6,615.0
67,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,1,615.0
68,Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,7,615.0
69,Y2Mo4O15Eu0.05,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,2,615.0
70,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,1,615.0
71,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,3,615.0
72,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,5,615.0
73,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,1,615.0
74,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,7,615.0
75,Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,8,615.0
76,Y2Mo4O15Eu0.25,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,2,615.0
77,Y2Mo4O15Eu0.5,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,7,615.0
78,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,3,615.0
79,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,8,615.0
80,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,7,615.0
81,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,5,615.0
82,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,7,615.0
83,Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,3,615.0
84,Sr4Al14O25Ce0.16,Sr4Al14O25,Ce,https://doi.org/10.1039/D0TC04618C,mp-5512, icsd-88527 icsd-27744,2,448.0
85,Sr4Al14O25Tb0.12,Sr4Al14O25,Tb,https://doi.org/10.1039/D0TC04618C,mp-5512, icsd-88527 icsd-27744,6,544.0
86,Mg3Y1.8Ge3O12Eu0.1,Mg3Y1.8Ge3O12,Eu,https://doi.org/10.1039/D0TC04618C,mp-1216309,,5,610.0
87,Mg3Y1.6Ge3O12Eu0.2,Mg3Y1.6Ge3O12,Eu,https://doi.org/10.1002/advs.201903060,mp-1216309,,3,610.0
88,Mg3Y1.4Ge3O12Eu0.3,Mg3Y1.4Ge3O12,Eu,https://doi.org/10.1002/advs.201903060,mp-1216309,,6,610.0
89,Mg3Y1.2Ge3O12Eu0.4,Mg3Y1.2Ge3O12,Eu,https://doi.org/10.1002/advs.201903060,mp-1216309,,8,610.0
90,Mg3YGe3O12Eu0.5,Mg3YGe3O12,Eu,https://doi.org/10.1002/advs.201903060,mp-1216309,,8,610.0
91,Mg3Y0.4Ge3O12Eu0.8,Mg3Y0.4Ge3O12,Eu,https://doi.org/10.1002/advs.201903060,mp-1216309,,4,610.0
92,Mg3Ge3O12Eu1,Mg3Ge3O12,Eu,https://doi.org/10.1002/advs.201903060,mp-1216309,,7,610.0
93,Y3Al5O12Ce1,Y3Al5O12,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,9,535.0
94,Y3Al5O12Ce1,Y3Al5O12,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,7,535.0
95,Y3Al5O12Ce1,Y3Al5O12,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,10,535.0
96,Y3Al5O12Ce1,Y3Al5O12,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1,535.0
97,La3Si6N11Ce1,La3Si6N11,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,7,533.0
98,La3Si6N11Ce1,La3Si6N11,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,10,533.0
99,La3Si6N11Ce1,La3Si6N11,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,2,533.0
100,La3Si6N11Ce1,La3Si6N11,Ce,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,1,533.0
101,CaAlSiN3Ce1,CaAlSiN3,Ce,https://doi.org/10.1016/j.actamat.2021.116813,,,5,570.0
102,CaAlSiN3Ce1,CaAlSiN3,Ce,https://doi.org/10.1016/j.actamat.2021.116813,,,7,570.0
103,CaAlSiN3Ce1,CaAlSiN3,Ce,https://doi.org/10.1016/j.actamat.2021.116813,,,10,570.0
104,CaAlSiN3Ce1,CaAlSiN3,Ce,https://doi.org/10.1016/j.actamat.2021.116813,,,7,570.0
105,CaAlSiN3Eu1,CaAlSiN3,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,3,645.0
106,CaAlSiN3Eu1,CaAlSiN3,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,7,645.0
107,CaAlSiN3Eu1,CaAlSiN3,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,5,645.0
108,CaAlSiN3Eu1,CaAlSiN3,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,8,645.0
109,SrSi2O2N2Eu1,SrSi2O2N2,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,2,540.0
110,BaSi2O2N2Eu1,BaSi2O2N2,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,7,495.0
111,SrBaSiO4Eu1,SrBaSiO4,Eu,https://doi.org/10.1016/j.actamat.2021.116813,,,1,520.0
112,ZnGa2S4Eu0.005,ZnGa2S4,Eu,https://doi.org/10.1149/2.099205jes,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,6,540.0
113,ZnGa2S4Eu0.01,ZnGa2S4,Eu,https://doi.org/10.1149/2.099205jes,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,5,540.0
114,ZnGa2S4Eu0.03,ZnGa2S4,Eu,https://doi.org/10.1149/2.099205jes,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,8,540.0
115,ZnGa2S4Eu0.05,ZnGa2S4,Eu,https://doi.org/10.1149/2.099205jes,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,3,540.0
116,ZnGa2S4Eu0.07,ZnGa2S4,Eu,https://doi.org/10.1149/2.099205jes,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,9,540.0
117,ZnGa2S4Eu0.1,ZnGa2S4,Eu,https://doi.org/10.1149/2.099205jes,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,7,540.0
118,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,3,538.0
119,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,9,538.0
120,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,2,538.0
121,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,3,538.0
122,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,10,538.0
123,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,4,538.0
124,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,2,538.0
125,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,7,538.0
126,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,6,538.0
127,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,9,538.0
128,MgGa2S4Eu0.06,MgGa2S4,Eu,https://doi.org/10.1111/jace.12257,"mp-667323,mp-1246286", icsd-15350,2,538.0
129,Ba5Si2O6Cl6Eu0.005,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,6,510.0
130,Ba5Si2O6Cl6Eu0.01,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,10,510.0
131,Ba5Si2O6Cl6Eu0.02,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,6,510.0
132,Ba5Si2O6Cl6Eu0.03,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,7,510.0
133,Ba5Si2O6Cl6Eu0.04,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,8,510.0
134,Ba5Si2O6Cl6Eu0.05,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,1,510.0
135,Ba5Si2O6Cl6Eu0.06,Ba5Si2O6Cl6,Eu,https://doi.org/10.1039/C7RA07221J,,,2,510.0
136,CaLaGa3S7Eu0.15,CaLaGa3S7,Eu,https://doi.org/10.1016/j.jlumin.2012.05.004,,,4,554.0
137,CaLaGa3S7Eu0.15,CaLaGa3S7,Eu,https://doi.org/10.1016/j.jlumin.2012.05.004,,,7,554.0
138,CaLaGa3S7Eu0.15,CaLaGa3S7,Eu,https://doi.org/10.1016/j.jlumin.2012.05.004,,,6,554.0
139,Ca8La1.98P6O26Ce0.02,Ca8La1.98P6O26,Ce,https://doi.org/10.1021/jp302252k,,,6,415.0
140,Ca8La1.96P6O26Ce0.04,Ca8La1.96P6O26,Ce,https://doi.org/10.1021/jp302252k,,,6,415.0
141,Ca8La1.94P6O26Ce0.06,Ca8La1.94P6O26,Ce,https://doi.org/10.1021/jp302252k,,,4,415.0
142,Ca8La1.92P6O26Ce0.08,Ca8La1.92P6O26,Ce,https://doi.org/10.1021/jp302252k,,,6,415.0
143,Ca7.98La2P6O26Eu0.02,Ca7.98La2P6O26,Eu,https://doi.org/10.1021/jp302252k,,,8,453.0
144,Ca7.95La2P6O26Eu0.05,Ca7.95La2P6O26,Eu,https://doi.org/10.1021/jp302252k,,,6,453.0
145,Ca7.94La2P6O26Eu0.06,Ca7.94La2P6O26,Eu,https://doi.org/10.1021/jp302252k,,,7,453.0
146,Ca7.92La2P6O26Eu0.08,Ca7.92La2P6O26,Eu,https://doi.org/10.1021/jp302252k,,,10,453.0
147,Ba2Y2.995Si3O12FCe0.005,Ba2Y2.995Si3O12F,Ce,https://doi.org/10.1111/jace.12765,,,5,425.0
148,Ba2Y2.99Si3O12FCe0.01,Ba2Y2.99Si3O12F,Ce,https://doi.org/10.1111/jace.12765,,,5,428.0
149,Ba2Y2.97Si3O12FCe0.03,Ba2Y2.97Si3O12F,Ce,https://doi.org/10.1111/jace.12765,,,9,435.0
150,Ba2Y2.95Si3O12FCe0.05,Ba2Y2.95Si3O12F,Ce,https://doi.org/10.1111/jace.12765,,,5,442.0
151,Ba2Y2.93Si3O12FCe0.07,Ba2Y2.93Si3O12F,Ce,https://doi.org/10.1111/jace.12765,,,4,460.0
152,Cs0.99MgPO4Eu0.01,Cs0.99MgPO4,Eu,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,mp-18329, icsd-260423,4,593.0
153,Cs0.95MgPO4Eu0.05,Cs0.95MgPO4,Eu,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,mp-18329, icsd-260423,9,593.0
154,Cs0.93MgPO4Eu0.07,Cs0.93MgPO4,Eu,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,mp-18329, icsd-260423,9,593.0
155,Cs0.99ZnPO4Eu0.01,Cs0.99ZnPO4,Eu,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,5,615.0
156,Cs0.95ZnPO4Eu0.05,Cs0.95ZnPO4,Eu,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,6,615.0
157,Cs0.93ZnPO4Eu0.07,Cs0.93ZnPO4,Eu,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,1,615.0
158,K2Ca2Si2O7Bi0.02,K2Ca2Si2O7,Bi,https://doi.org/10.1016/j.optmat.2021.111293,,,4,490.0
159,K2Ca2Si2O7Bi0.04,K2Ca2Si2O7,Bi,https://doi.org/10.1016/j.optmat.2021.111293,,,9,490.0
160,K2Ca2Si2O7Bi0.06,K2Ca2Si2O7,Bi,https://doi.org/10.1016/j.optmat.2021.111293,,,10,490.0
161,K2Ca2Si2O7Bi0.08,K2Ca2Si2O7,Bi,https://doi.org/10.1016/j.optmat.2021.111293,,,10,490.0
162,K2Ca2Si2O7Bi0.1,K2Ca2Si2O7,Bi,https://doi.org/10.1016/j.optmat.2021.111293,,,3,490.0
163,K2Ca2Si2O7Bi0.12,K2Ca2Si2O7,Bi,https://doi.org/10.1016/j.optmat.2021.111293,,,2,490.0
164,Sr3TeO6Eu0.02,Sr3TeO6,Eu,https://doi.org/10.1016/j.ceramint.2020.11.219,"mp-768941,mp-1200112,mp-768907,mp-772918", icsd-421175,5,617.0
165,Sr3TeO6Eu0.05,Sr3TeO6,Eu,https://doi.org/10.1016/j.ceramint.2020.11.219,"mp-768941,mp-1200112,mp-768907,mp-772918", icsd-421175,7,617.0
166,Sr3TeO6Eu0.1,Sr3TeO6,Eu,https://doi.org/10.1016/j.ceramint.2020.11.219,"mp-768941,mp-1200112,mp-768907,mp-772918", icsd-421175,8,617.0
167,Sr3TeO6Eu0.15,Sr3TeO6,Eu,https://doi.org/10.1016/j.ceramint.2020.11.219,"mp-768941,mp-1200112,mp-768907,mp-772918", icsd-421175,5,617.0
